X,Y,PHI,IR1,LDR1,IR2,LDR2,IR3,LDR3,IR4,LDR4,IR5,LDR5,IR6,LDR6,IR7,LDR7,IR8,LDR8
108.7,18.5,0,32.5,331.5,391.1,269.2,473.3,51.4,176.3,75.1,48.3,89.1,2.1,136.2,1.8,285.4,5.6,353.4
108.7,18.5,22.5,233.2,296,483.4,49.8,347.3,66.4,41.9,81.2,1.7,105.2,1.5,206.4,2.3,332.2,6.385714286,353.1
108.7,18.5,45,368.5,245.3,463,36.4,191.9,62.2,50.4,92.4,2,131.1,1.8,301.9,2,330.7,2.071428571,345.5
108.7,18.5,67.5,482,45.8,330.5,49.7,29.6,78,1.7,113.2,1.9,187.5,1.9,336.4,2.2,342.7,2.1,314.1
108.7,18.5,90,470.6,58.8,176.1,68.9,42.5,90.8,1.8,129.8,1.8,273.3,2.1,346,85.2,334.3,1.971428571,258
108.7,18.5,112.5,342.8,64.6,69.8,72.7,2.5,105.7,1.9,193.2,1.6,263.7,2.3,370.4,243.2,345.3,11.11428571,99.3
108.7,18.5,135,189.6,73.5,78.3,88.6,2,131.8,1.8,289.8,1.8,325.3,89,340.4,367.3,254.9,21.24285714,34.7
108.7,18.5,157.5,49,69.3,2.6,100.5,2.1,193.7,1.9,333.3,2.5,336.4,238.5,306.7,473.3,60.9,56.5,49.5
108.7,18.5,180,1.9,86.2,66,120,2.2,297.3,2.3,344.5,115.3,321,361.2,238.2,465.8,51.9,67.48571429,56.1
108.7,18.5,202.5,99,103.8,2.2,186,2.4,326.2,26,343.4,260.8,291.2,461,51.4,329.1,66.3,186.0428571,71.7
108.7,18.5,225,2,121.9,2.8,293,1.9,332.6,41.5,335.3,417.3,222.9,449.4,63.3,170.8,71.4,346.2142857,76.6
108.7,18.5,247.5,2.3,188,2.5,340.8,2,329.9,220.7,305.6,508.7,42.2,324.2,72.9,77,87,474.6142857,99.2
108.7,18.5,270,2.5,280.5,2.2,344.6,17,326.5,356.3,266.3,487.9,54.8,174.9,84.5,51.1,94.5,501.8571429,118.7
108.7,18.5,292.5,1.9,317.9,2.2,342.9,236.7,291.9,461.1,60.4,338.2,66.7,84.5,91.5,1.9,103.1,392.6428571,213.1
108.7,18.5,315,32.4,329.2,103.8,338.7,376.8,225.1,445.7,53.4,179.7,70.9,72.1,96.9,2.1,125.6,240.3428571,310.2
108.7,18.5,337.5,2,341.5,252.9,323.3,484.1,54.8,329.3,72.2,64.8,84.9,1.3,120.9,1.9,185.3,76.11428571,335.5
108.7,48.5,0,1.8,312.3,127.8,294.4,148.3,100.6,1.9,85.9,64.5,76.3,1.4,103.7,2.1,245.1,2.257142857,324.5
108.7,48.5,22.5,83.2,293.7,33.4,205.4,132.5,90.7,66.5,74.8,1.9,84,2.2,132,2,298.2,2.342857143,331.1
108.7,48.5,45,119.3,280.6,139.5,100.1,4.8,78.7,25.9,77.2,1.9,99.6,1.6,238.9,2.1,314.1,1.914285714,341.1
108.7,48.5,67.5,111.2,173.2,147.7,85.2,71,69.6,1.8,85.5,1.5,119.1,2.5,311,1.8,327,9.4,311.4
108.7,48.5,90,161.9,98.5,2.4,72.7,54.3,73.4,2,101,1.9,219.3,2.2,322.8,1.7,327.1,2.285714286,289.5
108.7,48.5,112.5,111.6,91,65.7,67,1.9,86.5,2.2,124.3,1.4,271.4,2.4,336.8,84.7,312.3,2.057142857,191.2
108.7,48.5,135,2.1,79,66,63.6,2.6,101.7,2.4,231.3,1.8,310,2.2,330.3,112.4,275.5,4.528571429,96.5
108.7,48.5,157.5,17.7,70.9,2.2,77,2.2,127.2,2.1,287.9,1.7,321.2,96.7,320.1,130.4,182.8,57.22857143,80.1
108.7,48.5,180,12.8,78.5,2,98.4,2.2,234.2,2.1,325.3,1.8,315.3,128.5,279.7,134.7,105.6,64.61428571,67.3
108.7,48.5,202.5,2.2,82,3.6,120.3,1.6,286.4,1.9,330.1,111.6,308.8,139.2,161.1,127.4,96.7,35.85714286,60.1
108.7,48.5,225,2.4,95.1,53.6,245.2,2,300.6,1.9,323.9,143.7,275.9,139.4,113.7,2.3,86.7,123.5571429,65.5
108.7,48.5,247.5,2.3,122.5,2.3,297.2,2.2,311.8,87.6,318.1,156.2,156.6,129.3,103.1,46.9,75.6,145.6285714,73.1
108.7,48.5,270,2,241.1,2.9,315.7,2.8,314.2,115.7,298,152.3,107.3,3.4,86.7,22.5,75.4,125.4857143,86.6
108.7,48.5,292.5,1.5,288.2,2.2,334.1,96.4,298.1,136,174.8,119.9,92.2,76.3,77.6,2.2,85.9,124.8142857,116.6
108.7,48.5,315,3.3,318.1,3,328.8,132.5,257.3,132,109.6,8.6,82.3,58.9,83.9,2.4,104.9,83.75714286,170.8
108.7,48.5,337.5,3.6,321,99.7,308.9,148,147,103.9,92.3,82.1,71.2,1.9,92.9,2.6,126.4,1.942857143,309.7
108.7,78.5,0,1.8,312.3,127.8,294.4,148.3,100.6,1.9,85.9,64.5,76.3,1.4,103.7,2.1,245.1,2.257142857,324.5
108.7,78.5,22.5,83.2,293.7,33.4,205.4,132.5,90.7,66.5,74.8,1.9,84,2.2,132,2,298.2,2.342857143,331.1
108.7,78.5,45,119.3,280.6,139.5,100.1,4.8,78.7,25.9,77.2,1.9,99.6,1.6,238.9,2.1,314.1,1.914285714,341.1
108.7,78.5,67.5,111.2,173.2,147.7,85.2,71,69.6,1.8,85.5,1.5,119.1,2.5,311,1.8,327,9.4,311.4
108.7,78.5,90,161.9,98.5,2.4,72.7,54.3,73.4,2,101,1.9,219.3,2.2,322.8,1.7,327.1,2.285714286,289.5
108.7,78.5,112.5,111.6,91,65.7,67,1.9,86.5,2.2,124.3,1.4,271.4,2.4,336.8,84.7,312.3,2.057142857,191.2
108.7,78.5,135,2.1,79,66,63.6,2.6,101.7,2.4,231.3,1.8,310,2.2,330.3,112.4,275.5,4.528571429,96.5
108.7,78.5,157.5,17.7,70.9,2.2,77,2.2,127.2,2.1,287.9,1.7,321.2,96.7,320.1,130.4,182.8,57.22857143,80.1
108.7,78.5,180,12.8,78.5,2,98.4,2.2,234.2,2.1,325.3,1.8,315.3,128.5,279.7,134.7,105.6,64.61428571,67.3
108.7,78.5,202.5,2.2,82,3.6,120.3,1.6,286.4,1.9,330.1,111.6,308.8,139.2,161.1,127.4,96.7,35.85714286,60.1
108.7,78.5,225,2.4,95.1,53.6,245.2,2,300.6,1.9,323.9,143.7,275.9,139.4,113.7,2.3,86.7,123.5571429,65.5
108.7,78.5,247.5,2.3,122.5,2.3,297.2,2.2,311.8,87.6,318.1,156.2,156.6,129.3,103.1,46.9,75.6,145.6285714,73.1
108.7,78.5,270,2,241.1,2.9,315.7,2.8,314.2,115.7,298,152.3,107.3,3.4,86.7,22.5,75.4,125.4857143,86.6
108.7,78.5,292.5,1.5,288.2,2.2,334.1,96.4,298.1,136,174.8,119.9,92.2,76.3,77.6,2.2,85.9,124.8142857,116.6
108.7,78.5,315,3.3,318.1,3,328.8,132.5,257.3,132,109.6,8.6,82.3,58.9,83.9,2.4,104.9,83.75714286,170.8
108.7,78.5,337.5,3.6,321,99.7,308.9,148,147,103.9,92.3,82.1,71.2,1.9,92.9,2.6,126.4,1.942857143,309.7
108.7,108.5,0,3.2,288.1,3.6,287.7,13.7,132,54.2,83.7,52.7,63.3,1.9,78.7,2.4,104.9,12,266.1
108.7,108.5,22.5,1.9,274,112.1,260.6,2.2,93.8,54,69,1.8,63.7,2.1,93.3,2.4,214.6,16.2,285.3
108.7,108.5,45,2.2,272.9,2.9,153.8,17.6,81.4,91.7,64,1.9,70.2,1.7,107.1,2.2,259.3,15.7,306.3
108.7,108.5,67.5,69.4,253.5,2.4,107,92.1,70.1,22.3,64.3,2.1,83.7,2.8,216.4,2.6,279.2,2.8,305.5
108.7,108.5,90,181.6,121.1,20.4,85,26.8,65.5,1.9,74.1,1.9,99.2,2.1,273.8,2.2,284.1,57,278.5
108.7,108.5,112.5,2.2,95.4,78,66.3,2.4,60.8,2.2,82.4,1.8,195.4,2.4,287.4,2,277.4,61,257.1
108.7,108.5,135,8,76.4,25.5,55.3,1.7,66.9,7.2,98.8,1.9,247.4,2.5,295.2,3.5,272.1,102.8,142.7
108.7,108.5,157.5,53.9,68.3,2.1,52.9,2,85.6,1.7,203.2,2,265.8,1.8,300,59.5,254.9,1.9,97.9
108.7,108.5,180,28.5,61.1,3,63,2.3,102,1.6,256.9,2,285.5,1.6,290.2,26.8,141,81.9,71.4
108.7,108.5,202.5,2.1,52.3,2.7,68,2,209.2,25.6,282.9,1.9,282.2,54.8,255.8,2.7,108,77.6,65.4
108.7,108.5,225,2.1,65.1,2.1,83.8,2.1,252,17.8,291.3,7,279.4,19.1,155.2,18.8,90.1,114.9,48.1
108.7,108.5,247.5,2,74.7,2.4,199.9,2.1,269.2,1.8,293,68.9,246,2.6,111.2,65.1,79.6,10.9,61.2
108.7,108.5,270,2.3,93,2.3,255.6,2.1,281.5,1.9,288.4,23.3,140.9,11.2,97.4,55.9,74.6,77.5,64.3
108.7,108.5,292.5,2.4,187.6,1.9,293.2,2.4,282.6,54,256.4,2.3,102.4,58.9,82.3,2.1,69.2,32.3,81.7
108.7,108.5,315,2.3,247.3,2.4,295.6,2.1,274.7,16.1,155.1,44,89,31.1,73.2,2.4,77.5,81.3,96.4
108.7,108.5,337.5,2.1,266.7,1.8,293.3,46.5,249.3,2.4,111.1,91,72.6,2.4,76.9,4.5,85.4,2.9,201.7
108.7,138.5,0,2.1,265.7,2.7,267,2,161.7,66.6,65.8,19,38.6,11,60.8,43.1,77.1,2.5,237.6
108.7,138.5,22.5,28.5,256.5,3.4,243.8,1.7,81.1,49.8,52.8,1.8,41.9,63.4,61,2.1,111.4,2.1,257.5
108.7,138.5,45,2.9,255.6,2,203.4,4.7,66.7,58,44.7,11.3,45.2,26.8,83.9,2.1,228.6,1.7,273
108.7,138.5,67.5,115.2,241,2.2,83.5,67.1,56.1,74.1,37.6,48.1,66.9,2.1,156.5,2.3,252.2,1.7,279
108.7,138.5,90,3.2,191.3,29.3,65.8,33.8,42.9,2.3,48.5,9.7,78.1,1.6,241.7,1.7,262.1,20.8,265.9
108.7,138.5,112.5,107.6,80.1,99.4,50.9,2,47,26.3,55.6,2.5,120,2.1,263,9,261.2,32.5,240.7
108.7,138.5,135,2.1,64.5,9.1,35.4,2.4,48,17.9,79.5,1.7,211.7,2.5,281.9,14,258.8,24.5,180.4
108.7,138.5,157.5,95.7,55.1,1.9,32.6,46.3,63,33.7,145.1,2.4,241.8,1.6,268.1,47.2,238.5,6.4,62.9
108.7,138.5,180,16.9,48.5,9.3,42.4,7,70.8,2.3,235.8,2.4,266,2.4,257.7,18.4,176.6,60.9,57.9
108.7,138.5,202.5,2.5,40.3,139.5,58.1,2.3,146.3,17.6,261.1,1.7,266.8,15.1,239.8,2.6,88.2,102.9,42.8
108.7,138.5,225,63.3,44.3,7.1,73.2,1.8,229,22,268.5,2.1,259.5,2.1,173,51,69.1,77.4,24.1
108.7,138.5,247.5,1.8,58.3,2.5,132.5,2,249.1,2.2,264.9,8.8,231.1,1.5,95.3,59.8,55.9,16.2,17.1
108.7,138.5,270,86.8,72.7,1.8,232.4,2,260.5,7.3,258.1,1.7,161.9,50.8,73.5,47.2,45.6,24.5,34.4
108.7,138.5,292.5,1.7,134.4,7.3,256.1,2,256.3,12.2,247.4,1.9,83.7,72.1,58.3,18.1,46.6,81.5,47.9
108.7,138.5,315,1.6,224.7,1.9,267.6,2.6,252.2,2.3,190.2,60.7,69.7,50.8,52.3,46.7,62.3,24,68.4
108.7,138.5,337.5,2,251.2,2.3,269.7,3.2,221.7,30.1,83.9,56.7,54.8,2.4,57.8,72.9,65.7,3.4,112.8
108.7,168.5,0,2.7,234.5,2.3,255,2.2,170.9,46.1,51,65.4,31.2,68.5,45.5,72.8,59.5,4.7,212.6
108.7,168.5,22.5,2.6,246.5,2.4,226.3,2.4,67.4,54.3,35,1.9,28.9,92.3,50.7,2,77.2,2.3,242.2
108.7,168.5,45,1.8,230,2,198.4,13.6,56.3,26,29.7,95.5,31.6,88.3,64.2,1.6,208.6,2,244.4
108.7,168.5,67.5,40.6,218.6,2,65.2,54.4,38.8,70.5,27.5,95.3,44,2.3,85.3,1.7,232,1.9,255.4
108.7,168.5,90,2.2,181.6,12.2,38.6,33.9,24,54.2,31.1,98.6,57.4,2.2,214.1,2.5,246.6,1.9,240.2
108.7,168.5,112.5,2.9,67.4,58,27.8,2,30.9,78.1,42.2,9.2,86.4,2.5,231.5,2.3,251.1,2.1,230.6
108.7,168.5,135,20.3,50.3,74.1,15.1,75.1,28.6,62,52.5,1.9,184.1,1.7,252.4,3,245.8,2,183.5
108.7,168.5,157.5,1.9,41.4,2.4,18.3,100.4,40,29.5,77.3,1.8,219.5,2.1,246.3,2.1,222.4,4.7,51.1
108.7,168.5,180,44.8,26.2,107.7,18.4,104.1,57,9.2,202.5,1.2,229.8,2.4,250.5,2.1,188.7,53,35.3
108.7,168.5,202.5,2.2,23.9,86.5,27.3,2.1,76.4,33.6,234.2,1.6,240.9,2.1,224.5,2.3,75.5,103,23.2
108.7,168.5,225,73.4,28.3,103.8,39.5,2.4,204.3,22,254.3,1.8,240,2.7,179.9,8.6,62.2,99,11.8
108.7,168.5,247.5,139.3,41.4,26.1,69.5,2.3,231.2,2,251.7,1.9,212.7,2.3,78.6,47,48,32.8,8.1
108.7,168.5,270,2.3,50,2.5,207,2.7,234.1,9.2,240.4,2,175.8,18.9,59.8,30.9,36.7,106.7,15
108.7,168.5,292.5,16.2,71.3,2.3,238.6,2.1,234.5,12.2,223.7,2.1,69.5,62.9,49.2,2.1,37.1,111.6,19
108.7,168.5,315,3,192.8,2.5,253.3,1.8,238.4,16.1,192.4,8.7,51.9,38.9,42.4,68.7,38.7,102.5,39.5
108.7,168.5,337.5,2,227.4,2.4,249,2.3,211.1,37.9,72.5,74,40.9,2.3,43.4,72.2,50.8,9.1,70.8
108.7,198.5,0,2.4,228.5,2.8,233.8,2.5,164.7,58.5,54.7,51,29.8,126.1,45.5,134.8,60.3,1.8,198.9
108.7,198.5,22.5,77.4,223.9,2.3,225.7,2.1,75,66.3,43.2,107.4,22.3,147.1,48.3,118.3,70.9,1.5,211.1
108.7,198.5,45,2.6,227.8,2.4,195.6,7.1,58.7,46.2,27.4,136.4,30.1,139.3,64.7,1.9,179.4,2,236.1
108.7,198.5,67.5,1.9,205.6,2,81.3,50.6,36,87.4,19.9,160.4,34.3,116.3,84.9,2.9,212.8,2.1,234.6
108.7,198.5,90,1.8,177.2,7,54.7,20.7,25,116,26.3,151.4,54.5,2.2,192.7,3,229.7,2.1,230.5
108.7,198.5,112.5,3.4,81.9,91.3,38.8,88.1,27.4,140.4,34.6,115.1,70.7,2.4,214.9,1.5,234.6,1.5,216.4
108.7,198.5,135,10.1,60.8,45.5,14.2,128.9,28.4,131.9,46.2,1.9,166.2,2.3,238.9,1.8,230.8,2,180.2
108.7,198.5,157.5,57.2,38.7,86.1,9.9,148.4,37.8,107.8,66.3,1.8,194.3,1.6,234.2,1.6,217.3,2.1,63.5
108.7,198.5,180,49.3,22.1,131.6,11.4,144.3,50.3,1.7,186,1.8,218.2,2.2,226.9,2,184.9,8.4,55.9
108.7,198.5,202.5,65.4,13.1,61.8,16.5,132.5,70,29.4,222.5,1.9,230.2,2.2,208.7,1.9,90.3,73.4,24
108.7,198.5,225,107.3,22.8,151.5,42.3,2.2,181.4,12.7,233.5,1.6,224.4,2.2,182.6,5,59.7,44.6,10.9
108.7,198.5,247.5,150.2,29.9,111.5,56,2.4,203.8,2,238.3,1.9,213.9,2.2,88.6,68.6,53,110.6,5.1
108.7,198.5,270,139.3,50,2.2,177.1,2.1,222.3,2.1,226.2,1.7,174.8,8.4,70,51,35.6,115.2,6
108.7,198.5,292.5,127.2,62.8,2.4,218.8,2,224.7,2,212,1.7,78.1,80.3,47.4,81.2,25.5,147.2,11.4
108.7,198.5,315,44.7,179,12.1,233.8,2,216.7,4.6,191.4,61.1,64.1,50.7,42.7,110,32.2,147.6,35
108.7,198.5,337.5,2.5,209,2.5,230.9,2.4,204.8,37.8,84.8,86.7,46.6,96.6,37.2,134.8,45.4,118.7,59.8
108.7,228.5,0,2.3,226.3,2.8,231.5,2.4,165.6,56.9,58.9,58.4,26.5,160.7,39.8,177.3,54.5,23.2,201.3
108.7,228.5,22.5,70,226.6,2.1,223.6,2.1,74.8,66.7,41.6,125.8,19.9,185,43.2,141.9,74.5,4.7,201.1
108.7,228.5,45,3.3,212.8,3.4,199,7.2,60.1,51.8,22.6,170.9,25.9,179.2,57.7,22.6,182.4,2.1,242
108.7,228.5,67.5,1.9,203,1.9,80.7,51.8,37.5,104.5,15.3,201.8,36.1,138.1,82.5,2.5,199.4,2.4,230.8
108.7,228.5,90,1.8,183.2,8.9,57.8,29.5,22.3,146.5,22.8,189.3,54,20,189.5,2.8,229.2,2,227.3
108.7,228.5,112.5,9.2,83,91.5,37.4,106.4,22.6,178.6,36.7,140.1,68.3,2,211.6,1.4,214.6,1.3,213.8
108.7,228.5,135,9.4,58.3,55.1,12.4,162.1,24.2,170.8,40.9,20.3,150,3,227.8,2.8,231.2,1.9,180.9
108.7,228.5,157.5,55.7,38,105.9,9.9,188,35.8,130.6,68.8,1.9,195.3,1.4,210,2.5,196.1,3.4,58.8
108.7,228.5,180,51.6,21.6,162.7,9.9,182,51.3,18.9,185.6,1.8,215.1,2.4,225.7,1.9,176.2,6.9,52
108.7,228.5,202.5,83.8,13.4,110.2,15.5,155.9,69.1,29.8,200,2.9,208.3,2.4,194.4,2.9,90.4,69.5,22.8
108.7,228.5,225,139.7,23.3,188.4,36.3,22.9,163.4,12.7,211.2,2.6,224.9,2,189.9,4.3,62.8,54.4,9.4
108.7,228.5,247.5,191,26.4,135.2,48.6,2.8,183.8,2.9,240.9,1.9,212.3,2.1,88.7,67.2,52.7,127.2,4.7
108.7,228.5,270,177.5,50.3,21.2,159.6,2.2,200.1,2.4,226.3,1.5,174.5,10.9,69.7,56.9,31.1,148.5,6
108.7,228.5,292.5,152,64.4,2.6,217.7,1.9,223.5,1.9,192.3,1.8,69.6,80.4,45.3,98.7,22.8,188.3,12.7
108.7,228.5,315,59.6,175.5,11,231,2.2,217,4.1,173,60.2,57.9,59.2,37.3,147.3,31.9,192.6,37.7
108.7,228.5,337.5,11.8,206.8,2.6,228.8,2.5,203.1,37.6,85.2,87.4,43.8,113.1,32.1,176.8,44.7,143.3,58.9
138.7,18.5,0,57.2,373.5,383.9,328.4,446.7,94.8,180.5,111.1,9.2,127.6,1.7,171.2,2.1,301.1,3.2,392.1
138.7,18.5,22.5,214.3,344.5,469.5,99,319.3,101.6,17.4,119,1.8,137.6,2.2,213.3,1.9,349.8,16.12857143,387.7
138.7,18.5,45,369.9,232.4,435.2,84.6,188.9,107.4,17.6,127.8,1.7,158.7,1.6,317.2,2.2,380.5,2.571428571,387.5
138.7,18.5,67.5,460,163.6,300.2,98,11.9,116.1,9.2,143.6,1.6,192,1.4,358.6,1.9,377.8,1.971428571,371.9
138.7,18.5,90,441.3,108.6,91.2,114.9,2.4,126.9,1.8,163.3,1.8,292.4,2.1,380,93.5,376,3.128571429,323.9
138.7,18.5,112.5,311.4,96.2,66.8,20.1,0.5,6.5,5,230.6,1.5,347,1.5,387.5,227.8,343,1.857142857,182
138.7,18.5,135,185.4,106.1,3.1,121.6,2,157.5,2.3,311.1,2.3,376.3,104.2,379.9,364,296.6,2.685714286,1.4
138.7,18.5,157.5,2.4,146.6,2.4,149.6,2.4,190.5,1.8,361.6,1.5,374.6,238.4,357.8,454.9,173.5,51.62857143,88
138.7,18.5,180,205.9,119.7,2.2,152.8,2.3,305.3,2.2,386.8,124.2,368.9,361.8,294,432.2,80.3,46.4,99.8
138.7,18.5,202.5,1.7,130.8,2.7,194.5,2,277.1,12.1,385.5,289.4,371.8,446.7,170.2,308.8,116.7,167.3428571,118.6
138.7,18.5,225,1.5,148.1,2.4,308.1,2.2,371.4,99.8,384.6,402.8,287.9,420.2,92.3,187,32.8,321.6714286,35.5
138.7,18.5,247.5,6.1,19.2,7.5,371.4,2.1,372.8,224.6,354.1,491.9,149.8,307.1,114.6,2,120.6,453.1428571,128
138.7,18.5,270,1.3,307.5,100.2,384.1,104.2,353.9,372.6,271.9,484.2,11.8,174,35.3,1.4,169.2,473.9571429,171.5
138.7,18.5,292.5,1.9,342.7,1.5,400.2,232.3,341.4,434.8,164.8,339.5,34.9,3.6,72.3,1.9,174.2,376.1,196.8
138.7,18.5,315,1.7,366.7,69.6,392.6,369.9,289.3,417.1,87.9,172.3,104.5,2.1,131.7,2.1,157.6,238.1571429,323.5
138.7,18.5,337.5,1.8,370.7,258.9,369.8,455.3,138.9,302.7,103.8,5.1,113.6,1.2,147,1.8,196.6,72.71428571,362.4
138.7,48.5,0,2,359,124,339.9,148.5,148.4,2.1,116.7,8.9,95,1.8,118.7,1.8,167.5,2.485714286,354
138.7,48.5,22.5,20.4,342.9,151.8,311.2,136.6,127.6,2,105.6,1.7,103.2,1.4,145.4,1.9,298.9,6.342857143,353.7
138.7,48.5,45,106.9,319.4,136,161.7,1.7,109.9,6.9,99.3,1.8,116.9,2.1,205,1.7,338.3,21.58571429,371.4
138.7,48.5,67.5,139.4,267.1,115.7,125.7,7,102.4,1.8,105,1.5,133.9,2.1,317.6,1.8,351.8,1.971428571,360.9
138.7,48.5,90,131.7,150,7.2,105.3,2.2,92.4,2.1,118.5,2.3,184.4,1.5,347.1,2,353.8,1.914285714,342.8
138.7,48.5,112.5,120.2,116,120.1,95.6,2.1,101.2,1.9,144.5,2.1,283.7,2.6,371.9,85,348.4,2.085714286,288.1
138.7,48.5,135,2.7,102.6,29.3,88.2,2,117.4,2,187.3,2,329.5,2.1,371.3,114,326.3,1.971428571,170.3
138.7,48.5,157.5,2.6,99,2.4,95,2,133.3,2,306.7,1.6,346.8,76.5,354.8,131.3,286.2,18.67142857,125.6
138.7,48.5,180,2,92.8,2.5,108.6,1.9,189.2,1.9,340.8,3.5,349.2,128.3,341.2,131.1,170.4,48.14285714,108.3
138.7,48.5,202.5,1.7,98.2,2.4,131.2,2.3,303.1,1.8,356.1,115.7,346.1,143.2,285.5,109.6,126.6,4,87.7
138.7,48.5,225,2,111.4,1.7,188.1,1.8,336.5,2.1,365.1,131.4,320.9,139.2,155.9,1.7,112.8,121.8571429,86.6
138.7,48.5,247.5,1.6,136,91.8,302.3,2.1,337.7,74.5,360.5,155.8,278.8,131.5,139.1,5.8,105.3,139.2285714,89.6
138.7,48.5,270,2,188.9,33.5,346.1,2.3,345.3,116.2,341.6,144.7,148.7,2.3,118.4,2.4,96.9,143,104.2
138.7,48.5,292.5,48.9,292.5,4.9,368.7,70.5,348.8,127.9,296.2,131.6,126.1,3.3,110.9,1.7,106.1,123.3857143,129.5
138.7,48.5,315,2,325.9,20.6,374.9,132.6,326.6,124.4,170,2,110.7,2.2,105.5,1.7,121.5,85.3,178.2
138.7,48.5,337.5,2.6,351.4,2.4,358.8,148.6,267.3,123.9,135.7,19,101.5,2.1,108.2,2.6,136.7,2.2,319.5
138.7,78.5,0,2,359,124,339.9,148.5,148.4,2.1,116.7,8.9,95,1.8,118.7,1.8,167.5,2.485714286,354
138.7,78.5,22.5,20.4,342.9,151.8,311.2,136.6,127.6,2,105.6,1.7,103.2,1.4,145.4,1.9,298.9,6.342857143,353.7
138.7,78.5,45,106.9,319.4,136,161.7,1.7,109.9,6.9,99.3,1.8,116.9,2.1,205,1.7,338.3,21.58571429,371.4
138.7,78.5,67.5,139.4,267.1,115.7,125.7,7,102.4,1.8,105,1.5,133.9,2.1,317.6,1.8,351.8,1.971428571,360.9
138.7,78.5,90,131.7,150,7.2,105.3,2.2,92.4,2.1,118.5,2.3,184.4,1.5,347.1,2,353.8,1.914285714,342.8
138.7,78.5,112.5,120.2,116,120.1,95.6,2.1,101.2,1.9,144.5,2.1,283.7,2.6,371.9,85,348.4,2.085714286,288.1
138.7,78.5,135,2.7,102.6,29.3,88.2,2,117.4,2,187.3,2,329.5,2.1,371.3,114,326.3,1.971428571,170.3
138.7,78.5,157.5,2.6,99,2.4,95,2,133.3,2,306.7,1.6,346.8,76.5,354.8,131.3,286.2,18.67142857,125.6
138.7,78.5,180,2,92.8,2.5,108.6,1.9,189.2,1.9,340.8,3.5,349.2,128.3,341.2,131.1,170.4,48.14285714,108.3
138.7,78.5,202.5,1.7,98.2,2.4,131.2,2.3,303.1,1.8,356.1,115.7,346.1,143.2,285.5,109.6,126.6,4,87.7
138.7,78.5,225,2,111.4,1.7,188.1,1.8,336.5,2.1,365.1,131.4,320.9,139.2,155.9,1.7,112.8,121.8571429,86.6
138.7,78.5,247.5,1.6,136,91.8,302.3,2.1,337.7,74.5,360.5,155.8,278.8,131.5,139.1,5.8,105.3,139.2285714,89.6
138.7,78.5,270,2,188.9,33.5,346.1,2.3,345.3,116.2,341.6,144.7,148.7,2.3,118.4,2.4,96.9,143,104.2
138.7,78.5,292.5,48.9,292.5,4.9,368.7,70.5,348.8,127.9,296.2,131.6,126.1,3.3,110.9,1.7,106.1,123.3857143,129.5
138.7,78.5,315,2,325.9,20.6,374.9,132.6,326.6,124.4,170,2,110.7,2.2,105.5,1.7,121.5,85.3,178.2
138.7,78.5,337.5,2.6,351.4,2.4,358.8,148.6,267.3,123.9,135.7,19,101.5,2.1,108.2,2.6,136.7,2.2,319.5
138.7,108.5,0,1.8,301,53.9,312.7,1.8,216.6,46.3,106.2,1.7,71.8,1.7,81.2,2.5,107.7,48.7,273.7
138.7,108.5,22.5,2,307.8,86.8,294.1,2.2,121.5,46,99.2,1.7,77.1,2.3,101.1,1.7,150.6,40.6,302.4
138.7,108.5,45,2.4,293.9,132,248.2,2.4,99.4,44.3,79.1,1.6,79.9,2.3,115.2,1.6,261.1,90.4,318.5
138.7,108.5,67.5,3.8,272.9,8.9,125.7,46.2,84.2,70.2,70.8,3.5,85,2,167.9,1.7,294.3,20.1,315.2
138.7,108.5,90,40.8,242.5,2.5,104.9,2.7,75.8,2.3,75.8,2.3,97.1,2.2,269.9,2.5,303.4,40.4,319.1
138.7,108.5,112.5,2.1,124.1,20.4,91.2,2.4,72,1.9,84.5,2,143.1,3.1,297.5,2.2,303.4,94.4,292.4
138.7,108.5,135,32.4,95.8,2.1,72.1,2.4,70.1,29.9,105.1,1.9,239.6,1.9,313.9,4.7,304.2,40.2,243.3
138.7,108.5,157.5,17.1,78.2,2.7,70.5,2.7,90.2,37.8,153.9,2.2,265.5,2.5,316.7,47.9,289.6,33,120.2
138.7,108.5,180,1.7,73.4,2.3,67,2.5,103,46.4,267.1,1.8,292.5,2.3,299.9,22.4,241.9,77.3,101.6
138.7,108.5,202.5,1.8,66.7,2.6,81.4,2.1,141.9,21.8,289.7,1.6,299.9,27.4,290.5,2.1,128.6,56.9,82.9
138.7,108.5,225,2.7,73,2.5,97.6,2.3,261.7,17.9,300,4.8,297,8.5,241.4,2.3,101.3,36.1,61.8
138.7,108.5,247.5,2.2,85.3,2.4,139.7,2.2,274.2,2.1,313.8,61,285.5,2.3,130.9,64.8,80.7,48.6,58.3
138.7,108.5,270,57.7,103.6,1.9,266,2.1,292,12.2,301.5,36.3,230.5,2.8,111.1,3,79.8,28.5,60.8
138.7,108.5,292.5,20.3,126.3,2.5,299.7,2.1,301.1,33.7,280.3,2,123.3,47,90.3,2.3,74.3,57,74.2
138.7,108.5,315,2.2,253.7,2.4,302.5,3.3,294.2,25.9,258.3,2.1,108.5,2.5,84.1,1.9,83.5,65.3,101.1
138.7,108.5,337.5,2.3,287.4,57.8,318.4,33.9,265,3.1,130.7,23.1,85.9,2,75.1,2.5,92.5,48.7,157.6
