X,Y,PHI,IR1,LDR1,IR2,LDR2,IR3,LDR3,IR4,LDR4,IR5,LDR5,IR6,LDR6,IR7,LDR7,IR8,LDR8
228.7,138.5,22.5,1.8,264.1,3.4,298.9,2.4,241.4,22.1,90.7,2.3,56,72.6,60.6,14.6,68.4,2,110.5
228.7,138.5,45,2.3,274.3,2.5,287.5,2.5,169.4,21.7,80.6,8.9,57.4,35.1,70.8,6.3,85,20.1,250.4
228.7,138.5,67.5,1.9,274.7,2.5,258.8,1.6,77.9,1.9,55,74.1,48.2,1.6,77.1,4.7,159.8,2.1,280.8
228.7,138.5,90,123.4,269.6,2.3,193,2.4,69.5,2.2,55.7,19.3,62.7,2.7,100.3,2.4,252.4,6.6,295.3
228.7,138.5,112.5,2.2,240.5,2.6,87.2,1.8,57.6,50.2,47.8,2,69.6,2.1,194.5,2.3,276.7,24,285.5
228.7,138.5,135,2.1,165.5,2.3,60,3.5,52.8,74.4,56.8,1.7,84,2.4,265.5,1.8,277.6,15.8,278.7
228.7,138.5,157.5,2.1,79.2,2.2,46.4,74.9,47.7,54.3,70.8,2.5,165.2,2.1,287.2,22.2,277.6,3.5,246.5
228.7,138.5,180,1.7,70.7,2.5,35.3,6.9,56.2,45.8,86.1,1.7,232,1.9,282.5,30.5,277.4,3.2,170.4
228.7,138.5,202.5,2.4,54.3,2,34.8,2.1,66.8,38.2,185.9,1.6,251.7,15.4,287.9,2.8,258.1,15.2,87
228.7,138.5,225,2.4,49.9,2.2,45.5,2.5,88.6,38.3,255.8,1.8,277.8,2.3,275.5,4.8,160.8,2.3,63.3
228.7,138.5,247.5,124.3,45.3,2,59.1,2,179.6,9.3,270.9,7,276.7,2.5,263.6,14.1,94.8,48.9,50.7
228.7,138.5,270,17.3,55.3,2.5,76.4,2,248.9,9,293.6,1.7,268.8,2.6,176.9,11.1,77.5,2,33.7
228.7,138.5,292.5,2.4,62.2,2.7,150.5,2.1,266.2,29.7,291.8,2.3,241.7,2,98.9,55.4,65.7,99,31.8
228.7,138.5,315,2.9,80.1,2.6,244.2,2.2,275,8.9,283.9,2.3,177.9,2.2,86.1,64.7,58.9,24.6,50.1
228.7,138.5,337.5,1.8,129.3,1.7,270.3,2,273.3,21.9,265.6,1.4,87.9,1.5,69.4,68.4,54.9,49.1,58.8
228.7,168.5,0,2.2,215.9,18.5,264.4,2.3,245.5,37.9,147.1,1.7,49.2,84.4,47.1,84.7,54.8,1.7,56.9
228.7,168.5,22.5,111.3,242.2,2.5,254.6,2,213.8,26.2,69.7,2.4,36.6,88.3,50.4,6.3,59,11.3,174.8
228.7,168.5,45,61.2,260.8,2.3,254.2,1.8,105.1,70.7,58.9,64.7,42.2,112.5,62,1.8,68,1.8,235.5
228.7,168.5,67.5,86.8,244.7,2.3,236.3,2.4,60.6,1.8,41,102.9,41.8,1.7,67.7,2.3,173.2,1.7,249.9
228.7,168.5,90,123.2,246.2,2.5,163.9,2.2,42.9,62.2,26.6,90.6,40.5,2.3,74,2,225.5,16,272.3
228.7,168.5,112.5,19.4,221.3,2.2,56,2.2,37.4,83.5,27.8,2,50.4,2,187.7,2.3,243.8,3.2,260.5
228.7,168.5,135,36.6,125.9,25.4,42,62.6,37.5,84.2,49.5,2,74.5,2.7,234,2.2,261.9,12.2,252.5
228.7,168.5,157.5,2.1,58.4,2.4,26.4,100.2,40,74.2,55.8,2.1,162.3,2.9,251.3,2.2,255.1,2.1,230
228.7,168.5,180,2.2,44.9,103.7,16.9,104.3,39.7,33.7,71.3,2,208.2,2,272.8,1.9,244.8,2.3,101.4
228.7,168.5,202.5,115.5,39.2,99.4,16.4,1.9,54.6,29.9,174.9,1.9,235.1,2.3,252.3,2.2,227.8,28.2,48.5
228.7,168.5,225,143.4,30.2,107.8,27,2.3,68.8,37.8,226.2,1.8,246.1,3.1,250.4,2,113.8,2.3,37.3
228.7,168.5,247.5,149.7,32.9,16,34.1,2,171.1,41.9,246.4,1.6,255.8,2.5,236,2.1,71.6,2.7,20.9
228.7,168.5,270,181,46.6,2.3,59.4,2.3,219.1,12.2,266.4,1.7,244.4,2.6,134.1,2.8,55.6,90.2,14.3
228.7,168.5,292.5,24.1,48.4,107.8,157.9,2.6,241.9,25.4,254.1,1.6,214.4,2.4,71.9,2.2,42.6,106.8,16.9
228.7,168.5,315,2.4,67.6,2.3,232.8,2.3,250,7,243.1,2,110.7,2.3,56,85.1,37.5,95.2,24.2
228.7,168.5,337.5,17.4,155.7,1.9,252.5,1.9,256.8,1.9,227.6,1.4,68.1,2.8,53,93.8,43.7,67.9,41.7
228.7,198.5,0,115.8,202.3,50.3,237.8,2.4,223.7,27.3,109.7,1.6,42.3,131.3,35.2,126.4,44.9,1.5,45.8
228.7,198.5,22.5,2.5,223.3,33.5,236.1,1.7,188.4,41.6,51.5,107.4,24.8,147.1,41,117.7,49.2,2.2,166.3
228.7,198.5,45,2.3,232.7,16.4,237.6,1.9,82,2,32.4,135.7,25.5,147.1,49.5,2.2,67.5,1.9,206
228.7,198.5,67.5,13.1,232.6,2.4,203.5,2.5,51.4,70.2,23.5,163.7,23.7,120.4,56.8,2.3,161.2,2.3,239.8
228.7,198.5,90,2.1,221,2.7,135.8,2.4,39.9,123.8,26.1,155.8,42.5,1.8,74.3,2.6,209.6,2.1,238.8
228.7,198.5,112.5,2.4,208.3,2.9,49,108.1,25.9,135.8,23.5,103,47.4,2.3,168.7,1.8,224.4,3.1,249.5
228.7,198.5,135,2.4,96.8,2.4,29.1,137,26.9,135.7,38,2.3,59,2.7,216.4,2.3,242.3,2.3,229.7
228.7,198.5,157.5,2.3,55.9,95.5,10.3,148.2,23.8,103.8,45.3,2.1,144.9,2.1,229.1,2.7,239.2,2.6,210.3
228.7,198.5,180,33.1,36.7,135.5,16.2,152,34.1,2.4,55,2,186.2,2.1,246.5,2.8,231.3,1.9,95.5
228.7,198.5,202.5,57.1,24.4,147.7,14.6,128.7,48.4,29.8,158,1.9,214.3,1.8,238.7,2.6,212,2.5,51
228.7,198.5,225,127.5,23.7,147.7,31.3,2.1,57.4,41.8,216.9,1.6,234.3,2.3,225.1,2.2,92.6,2,22.7
228.7,198.5,247.5,143.6,28.9,151.2,38.6,2.5,153.7,9.4,238.6,1.9,234.6,2.2,204.2,2.3,68.5,106.6,10.5
228.7,198.5,270,140,35.9,74.3,46.8,1.7,206.9,1.7,231.3,2.2,227.5,2.5,126.7,1.5,51.1,127.3,12.5
228.7,198.5,292.5,40.6,48.3,38,145.8,2,214.7,1.7,242.5,1.9,199.1,2,69.1,110,41.5,142.9,18.3
228.7,198.5,315,2.1,56.7,2.4,200,2.2,233.4,2.6,236.6,1.8,99.3,2.7,53.9,113.9,35.9,147.2,22.1
228.7,198.5,337.5,1.7,152.4,2,225.2,2,225.5,1.9,217.2,2.1,56.1,88.5,43.1,134.6,35.1,123.3,30.5
228.7,228.5,0,104.5,201.7,45.1,237.6,2.1,201,29.4,97.8,16.4,45.2,162.9,33.9,167.2,39.1,21.4,43.7
228.7,228.5,22.5,2.3,223.4,32.1,236.6,2.1,185.8,38.1,55.9,126.3,26.8,183.2,38.1,140.6,51.2,5,167.6
228.7,228.5,45,2.9,230.4,15.1,237.7,1.8,79.6,15.7,29.8,168.3,24.5,179.7,48.2,19.6,68.5,2.1,205.6
228.7,228.5,67.5,14,232,9.2,204.1,2.6,53.8,87.9,19.3,203.4,26,142.8,53,2.1,144.3,2.6,216.2
228.7,228.5,90,3,208.2,3.8,121.8,17.8,37.5,152.1,22.7,191.3,44.6,18.7,75.2,2.7,200.8,6.5,238.8
228.7,228.5,112.5,2.5,205.7,2.6,54.2,123.7,24,173.1,19.6,131.4,42.6,4.3,160.4,2.2,225.8,5.7,247.8
228.7,228.5,135,2.3,87.7,17.1,26.5,164.8,22.9,170.2,35.7,20.2,63.7,2.3,215.3,2.1,239.9,2.3,229.3
228.7,228.5,157.5,4.1,57.6,113.6,8.8,185.7,25.1,127.5,39.5,4.5,132.3,2,238.4,2.4,246.4,2.2,210.8
228.7,228.5,180,31.6,36.3,164.7,12.9,187.2,30.8,21.5,51.3,2.2,166.9,2,221.6,3.8,208.4,2.6,86.8
228.7,228.5,202.5,79.5,23.3,186.9,14.6,153.1,41.5,30.5,142.5,2.6,200.6,2,240.1,2.6,207.5,2.6,54.2
228.7,228.5,225,155.5,22.1,182.4,25.5,23.6,63.6,41.8,216.7,1.5,232.9,2.4,224.4,2.3,82.4,14.5,20.1
228.7,228.5,247.5,188.6,24.9,175,42,2.6,163.8,9.5,236,2.1,232,2.3,204.2,2.2,64.2,123.5,10.5
228.7,228.5,270,177,37.3,83.7,52.5,1.9,206,1.8,232.5,2.2,224.9,2.1,123.4,14.5,47.1,158.6,12.5
228.7,228.5,292.5,75.1,42,47,130,3.2,210.7,2.4,229,2.8,203.3,1.9,67.6,126.9,37,182.9,15.7
228.7,228.5,315,19.7,60.9,2.2,199.8,2.1,232.2,2.3,233.1,1.8,101,13.5,51.1,144.7,30.5,183.2,20.1
228.7,228.5,337.5,1.8,152.7,2,224.7,2,224.5,2,214.7,2.1,51.6,109.5,37.7,180.5,37.5,149.4,32.1
258.7,18.5,0,32.4,15.3,384.6,28.3,454,307.3,168.8,383.8,1.7,303.7,1.9,175.2,1.8,127.1,5.042857143,103.3
258.7,18.5,22.5,242.2,36,532,403.1,345.3,393.7,4.8,364.6,1.8,204.9,1.5,154.9,2.4,124.6,2.4,94.6
258.7,18.5,45,361.8,303.3,435.7,380.8,183.8,356.3,1.7,328.6,2.1,163.8,2,129.8,1.4,103.7,2.971428571,6.7
258.7,18.5,67.5,441.6,342.9,315.3,398.8,1.9,340.1,2.3,221.2,1.5,132.2,0.5,26.9,0.2,3.1,2.085714286,54.1
258.7,18.5,90,435.6,371.4,160.5,391.7,1.5,285.7,1.5,167.7,2.3,125.4,1.7,117,89.5,97.3,1.928571429,317.3
258.7,18.5,112.5,357,387.4,1.9,369.8,2.1,196.8,1.4,157.5,1.8,119.3,2.2,106.6,215.8,131.7,1.814285714,358.7
258.7,18.5,135,177.2,364.7,54.2,330.7,2.2,157.4,2,136.7,5.3,108,104.3,90.6,359.5,301.1,2.414285714,383.6
258.7,18.5,157.5,2.1,345.9,3.5,204.3,2.3,136.1,5.1,123.9,1.7,99.1,226.5,150.4,443.8,341.1,9.328571429,329.8
258.7,18.5,180,2.3,248.6,1.7,160,2.3,119.5,2.4,116,119.8,91.7,357.9,297.9,420.6,374.7,2.442857143,398.4
258.7,18.5,202.5,3.7,197.6,2.6,135.8,2,109.5,25.6,103.8,255.9,0.9,465.2,273.7,341.4,341.1,174.6285714,362.4
258.7,18.5,225,1.6,151,2.5,121.3,2,104.5,12.1,97.5,399.4,165.2,464.1,413.4,168.3,422.7,317.2285714,212.5
258.7,18.5,247.5,2.1,130.6,2.4,107.9,2.1,93.3,204.4,0,528,213.9,347.4,355.6,6.1,372.9,432.8,233
258.7,18.5,270,1.7,129.9,2.1,116.5,25.3,99.4,350.1,283.8,459.2,360.9,162.7,387.3,1.8,317.5,464.3142857,156.8
258.7,18.5,292.5,6.6,54.3,1.7,63.8,234.8,126.9,435.8,340.8,334.7,379.5,2.1,367.4,2.2,216.8,382.6857143,134.4
258.7,18.5,315,1.9,104.7,24.7,81.2,362.2,287.5,424,366.3,176.1,375.4,1.8,317.8,1.8,163.2,239.7,115.4
258.7,18.5,337.5,1.8,95.7,228.6,135.9,455.2,342.1,314.1,388.5,1.9,347.3,1.6,204.9,2.3,140.4,80.1,102.5
258.7,48.5,0,1.4,6.6,139.6,198.3,161.5,350.5,1.8,349.9,1.9,189,2.3,131.7,2.1,102.2,6.085714286,96.1
258.7,48.5,22.5,48.8,284.5,144.3,358.8,124.6,339.5,2.4,319.6,1.8,141.7,2.2,112.5,2.3,100,2.057142857,113.5
258.7,48.5,45,111.2,325.9,120.2,364.6,2.3,323.4,2,212.3,1.9,123,2.3,106.2,2.3,109.6,2.157142857,132.9
258.7,48.5,67.5,136.2,343,12.3,365.8,1.9,291,1.9,148.2,2.1,98.8,2.2,106.9,4.2,124.2,2.642857143,295.1
258.7,48.5,90,135.3,355.5,2.4,347.3,2,181.8,2.1,122.2,1.5,97.8,2.3,116.8,1.7,138,4.242857143,347.4
258.7,48.5,112.5,143.9,352.8,16.3,320.4,0.3,2.8,2.5,130.9,1.7,115,8.6,138.6,93.6,274.2,16.47142857,363.9
258.7,48.5,135,1.7,365.4,0.6,140.5,1.5,144.4,1.8,119.8,2.1,122.9,2.3,155.3,122,331.2,1.357142857,376.2
258.7,48.5,157.5,2.2,221.3,0.1,3.1,2.4,120.9,2.5,121.8,7.2,133.5,89.3,284.2,127,353.3,8.042857143,371.6
258.7,48.5,180,39.1,192.6,100.1,115.8,2.3,95.8,1.9,109.8,1.8,145.2,120.4,335.3,138.9,349.4,4.042857143,352.3
258.7,48.5,202.5,1.8,131.4,16.5,98.1,2.2,94.9,2.2,129,107.2,263.9,147.2,366.1,105.9,354.5,1.885714286,301.3
258.7,48.5,225,5.3,163.5,6.7,134.4,1.9,131.4,2.2,162.7,128.1,314.3,155.5,362.7,1.8,341,111.9285714,203.7
258.7,48.5,247.5,1.9,95.1,2.4,90.5,13.5,125.4,83.7,284.2,155.7,331.6,113.5,368.1,2.1,304.8,140.1142857,135.8
258.7,48.5,270,1.8,103.4,2.3,116.7,2.1,150.2,116.5,329.8,164.8,353.6,1.7,347.8,2,195.2,144.9714286,101
258.7,48.5,292.5,1.8,106.3,2.8,116.3,108.4,284.9,140.8,348,120.1,350.7,2.2,306.9,2.1,137.4,122.5285714,90.3
258.7,48.5,315,1.6,110.2,2.3,151,124.9,329.6,144.2,362.4,1.8,326.8,2,182.7,0.9,1.7,79.3,5.9
258.7,48.5,337.5,4.1,163.2,120,293,156.8,343.3,103.9,351,2,288.9,2.3,147.3,2.1,109,16.54285714,98.2
258.7,78.5,0,1.4,6.6,139.6,198.3,161.5,350.5,1.8,349.9,1.9,189,2.3,131.7,2.1,102.2,6.085714286,96.1
258.7,78.5,22.5,48.8,284.5,144.3,358.8,124.6,339.5,2.4,319.6,1.8,141.7,2.2,112.5,2.3,100,2.057142857,113.5
258.7,78.5,45,111.2,325.9,120.2,364.6,2.3,323.4,2,212.3,1.9,123,2.3,106.2,2.3,109.6,2.157142857,132.9
258.7,78.5,67.5,136.2,343,12.3,365.8,1.9,291,1.9,148.2,2.1,98.8,2.2,106.9,4.2,124.2,2.642857143,295.1
258.7,78.5,90,135.3,355.5,2.4,347.3,2,181.8,2.1,122.2,1.5,97.8,2.3,116.8,1.7,138,4.242857143,347.4
258.7,78.5,112.5,143.9,352.8,16.3,320.4,0.3,2.8,2.5,130.9,1.7,115,8.6,138.6,93.6,274.2,16.47142857,363.9
258.7,78.5,135,1.7,365.4,0.6,140.5,1.5,144.4,1.8,119.8,2.1,122.9,2.3,155.3,122,331.2,1.357142857,376.2
258.7,78.5,157.5,2.2,221.3,0.1,3.1,2.4,120.9,2.5,121.8,7.2,133.5,89.3,284.2,127,353.3,8.042857143,371.6
258.7,78.5,180,39.1,192.6,100.1,115.8,2.3,95.8,1.9,109.8,1.8,145.2,120.4,335.3,138.9,349.4,4.042857143,352.3
258.7,78.5,202.5,1.8,131.4,16.5,98.1,2.2,94.9,2.2,129,107.2,263.9,147.2,366.1,105.9,354.5,1.885714286,301.3
258.7,78.5,225,5.3,163.5,6.7,134.4,1.9,131.4,2.2,162.7,128.1,314.3,155.5,362.7,1.8,341,111.9285714,203.7
258.7,78.5,247.5,1.9,95.1,2.4,90.5,13.5,125.4,83.7,284.2,155.7,331.6,113.5,368.1,2.1,304.8,140.1142857,135.8
258.7,78.5,270,1.8,103.4,2.3,116.7,2.1,150.2,116.5,329.8,164.8,353.6,1.7,347.8,2,195.2,144.9714286,101
258.7,78.5,292.5,1.8,106.3,2.8,116.3,108.4,284.9,140.8,348,120.1,350.7,2.2,306.9,2.1,137.4,122.5285714,90.3
258.7,78.5,315,1.6,110.2,2.3,151,124.9,329.6,144.2,362.4,1.8,326.8,2,182.7,0.9,1.7,79.3,5.9
258.7,78.5,337.5,4.1,163.2,120,293,156.8,343.3,103.9,351,2,288.9,2.3,147.3,2.1,109,16.54285714,98.2
258.7,108.5,0,1.9,209.3,9.4,300.6,25.6,297.3,12.2,270.4,1.6,104.7,2.5,90.9,2.5,80.2,20.1,81.4
258.7,108.5,22.5,2.3,263.6,95.5,317.9,2.4,274.1,16.4,168.7,1.6,92.1,18.8,77.8,2.2,80.1,90.7,102.9
258.7,108.5,45,5.3,291,20.3,315.6,2.1,245.2,9.3,117.9,1.8,83.8,1.8,82.1,2.1,91.6,64.9,236.8
258.7,108.5,67.5,61.2,298.8,2.3,287.4,2.5,137.5,2.4,92.3,11.3,72.2,2.1,86.1,3.1,113.2,45,288.3
258.7,108.5,90,20.2,300.9,1.9,272.5,2.2,97.7,2,79,1.8,73.9,2,101.5,2.2,216.8,28.5,310.6
258.7,108.5,112.5,2.1,273.3,12.8,180.4,2.1,86.6,38.1,69.6,2.2,81,9,119.1,2.2,275.6,98.7,307.3
258.7,108.5,135,1.9,258.3,2.3,99.5,2.6,72,37.8,67.6,2.2,90.7,6.5,226.8,2.8,298.2,95.2,310.3
258.7,108.5,157.5,2,141.8,2.3,88.2,3.2,72.7,3.1,77,8.9,107.4,1.4,288.2,55.4,294.9,70.1,285.3
258.7,108.5,180,2.4,106,2.7,75.4,1.7,75.3,38.2,99.8,1.7,205.9,15.1,294.6,55.8,301.2,2.2,274.4
258.7,108.5,202.5,1.9,85.5,73.8,63.5,2.3,76.3,62.7,112.3,2.2,252.2,58.8,315.6,2.6,288.9,12.2,166
258.7,108.5,225,2.3,71,2.5,59.8,2.7,91.5,50.1,218.3,16.7,286.8,55,306.1,1.9,261.5,6.5,94.9
258.7,108.5,247.5,2.4,71.7,2.4,79.9,2.9,109.5,9.3,266.2,74.1,299.2,2.5,300.2,2.5,176.7,2.3,81.1
258.7,108.5,270,2.1,68.2,2.3,87.3,2.1,208,1.9,294.7,27.3,304.2,1.5,265.8,2.9,109,40.5,64.8
258.7,108.5,292.5,1.8,78.6,9.4,97.8,2.5,270.8,41.9,310.8,2,280.1,2.1,164.4,2.6,91.8,60.9,55.3
258.7,108.5,315,1.6,83,120.3,203.3,3.6,286.9,9.2,309.3,2,251.1,2.1,114.9,2.1,80,52.9,52.8
258.7,108.5,337.5,2.9,108.2,2.7,272.6,75,298.7,2,293.1,1.9,148.8,2.3,93.7,4.7,73.5,15.9,68.8
258.7,138.5,0,1.8,200.6,2.5,277.8,1.6,266.4,12,232.9,2.1,72.6,7.3,59.4,59.5,55.7,81.1,58.6
258.7,138.5,22.5,2.5,249.3,9.3,280.8,1.9,239.4,29.7,106.9,1.8,65.3,59,54.8,30.9,62.7,7.2,85.4
258.7,138.5,45,2.3,264.5,2.4,273.1,2.1,208.8,17.5,76.8,2,56.4,31.1,67,52.9,71.5,56.6,235.4
258.7,138.5,67.5,2.2,270.6,1.9,273.5,2.1,101.7,1.9,65.4,82.1,49.4,2.2,65.8,38.9,90.4,11.9,251.5
258.7,138.5,90,2.3,272.4,1.9,240.1,2.2,69.4,2.1,46.9,9.4,53.6,3.1,76.8,47.5,212.8,2.5,282.2
258.7,138.5,112.5,1.7,250.7,2.9,104.8,2.1,60.1,46.5,50.6,2,53.7,22.9,105.3,11,249.6,69,275.7
258.7,138.5,135,2.6,228.6,7.6,63.9,2.1,48.7,74.5,45.9,2,69.9,38.9,223.4,10.6,268.4,6.6,287
258.7,138.5,157.5,2.4,103,29.8,51.6,75.2,46.1,2,57.5,1.7,87.6,2.2,264.8,60,270,2,257.5
258.7,138.5,180,2.1,76.2,41.7,43.8,21.5,50.6,54.2,66.4,2.1,200.5,2.6,275,18.2,265.5,4.9,228.4
258.7,138.5,202.5,2.4,65,62.1,41.5,2.2,52.8,42.5,84.9,2,237.2,31,272.4,6.5,255.5,2.2,104.7
258.7,138.5,225,6.1,52,6.9,45.4,1.8,66.8,54.1,216.3,1.9,260.4,5.6,268.4,2.6,225.7,1.9,67.7
258.7,138.5,247.5,107.3,47.2,1.8,44.7,6.8,81.9,22.4,251.7,8.5,267.9,2,259.6,2.8,106.3,2.5,42.3
258.7,138.5,270,20.5,49.2,2.5,60.3,9.4,212.6,2.4,265.6,1.4,267.6,2.1,234.3,2.4,74.3,28.1,32.3
258.7,138.5,292.5,2.2,50.5,2.8,71.7,2.1,240,9.4,282.1,1.9,256.9,2.2,114.4,1.7,68.7,20.2,32.7
258.7,138.5,315,2.7,64.3,2.9,207.3,2.1,264.7,9.3,273.3,1.7,211.7,1.7,86,26.7,61.4,94.7,35.8
258.7,138.5,337.5,3.8,74.2,2.2,259.4,5.1,270.5,2,256.2,1.8,102.6,1.9,72.1,65.1,50.1,6.8,37.1
258.7,168.5,0,2.2,189.7,2.4,253.1,2.1,240.1,9.2,199.6,1.8,48.1,68.4,48.9,101.8,43.1,2,37.1
258.7,168.5,22.5,1.9,224.7,4,265.4,2.1,219.6,25.5,75.8,1.4,44.5,92.4,45.3,14.1,44.8,81.5,68.9
258.7,168.5,45,2,243.3,2.3,259.2,1.8,178.1,70.6,57.3,86.5,42.4,85.7,50.6,1.9,64.3,1.9,212
258.7,168.5,67.5,2.1,242.7,2.4,241.3,2.4,66.7,1.6,45,90.7,42.5,2.9,58.2,4.5,77.8,48.6,233.3
258.7,168.5,90,2.3,243.1,1.8,201.6,2.3,52.4,66.2,30.1,98.6,37.2,2.5,67.1,1.7,200.9,2.2,261.7
258.7,168.5,112.5,2.9,218.2,2.3,67.4,2.3,41.3,83.6,35.1,1.5,44,19.2,93.3,2.2,236.5,52.8,252.8
258.7,168.5,135,2.1,197,2.4,50.4,42.1,37.5,61.9,32.2,2,58.2,1.9,212.6,2.3,237.3,2.4,256.8
258.7,168.5,157.5,2.3,75.4,3.3,33.3,100.1,36.5,21.9,44.4,11.4,78.3,2.5,237.7,2.3,253.7,1.6,233.7
258.7,168.5,180,2.2,57.6,70.4,22.7,96.7,36.7,62.2,55.8,2,186.5,2.4,252.7,2.2,253.2,1.6,198.5
258.7,168.5,202.5,2.1,41.8,86.3,25.5,1.9,46.3,41.7,78.5,2.1,220.9,1.8,254.7,2.2,224.9,2.7,61.3
258.7,168.5,225,45.3,38.2,99.6,29.5,2.3,53.2,38.1,208,1.8,239,2.1,241.5,2.3,195.9,1.7,43.8
258.7,168.5,247.5,24.8,30.1,9.4,31.2,2.4,74.9,37.8,226.8,2,254.3,1.8,240.9,2,84.4,15.9,24.5
258.7,168.5,270,2.2,29.9,2.1,34.2,2.3,208.6,2.2,248.4,1.9,239.5,2.1,196.8,1.8,64.7,103,26.1
258.7,168.5,292.5,2.1,45.9,5.1,62.9,1.8,232.6,16.9,255.3,1.9,221.7,1.8,80.4,3,48.1,98.6,12.2
258.7,168.5,315,1.9,47.7,2.1,194.2,2.2,246.2,12.3,253.5,2,183.8,1.9,67.2,89.8,45.3,81.5,24.5
258.7,168.5,337.5,2,75.7,2.2,238.4,2.2,246.8,2.9,230.5,2,71.7,2.3,55.1,85.1,39.8,72.9,23.3
258.7,198.5,0,2.1,187.2,2.4,234.3,2.3,212.8,25.5,172,2.1,44.9,124.9,39.1,130.8,43.7,2,30.4
258.7,198.5,22.5,2.3,217.9,2.8,239.4,2.3,188.5,18.3,61.9,98.8,33.4,144.1,43.9,130.4,53.2,20.3,60.1
258.7,198.5,45,1.9,224.2,2.9,236,2.2,146.5,4.8,42.2,131.4,31.8,139.3,44.7,2.3,49.2,2.3,202.4
258.7,198.5,67.5,78.4,226.6,2.8,208.9,2.3,61.9,70.3,34.3,156.2,33.9,128.5,59.3,30.6,81.2,1.9,223.8
258.7,198.5,90,2.1,225.8,2.8,177,1.8,46.3,119.6,25.9,147.8,29.3,2.4,62.9,1.7,191.3,1.9,242.8
258.7,198.5,112.5,2.3,201.7,2.6,50.6,74.7,31.8,135.9,22.1,115.4,36.8,8.7,86.8,2.4,222.5,1.9,238.9
258.7,198.5,135,1.8,166.7,2.9,35.4,132.8,22.4,131.9,29.8,1.5,47.1,2.4,199.7,2.4,228.2,2.1,236.1
258.7,198.5,157.5,2.3,64.4,74.2,23.6,152.7,26.4,103.6,36.5,23.1,71.6,3,228.6,2.4,228.8,2.2,208.1
258.7,198.5,180,2.4,48,123.8,28.4,148.4,34.8,1.8,41.8,1.7,178.8,2.3,233,2.2,221.5,2.3,164.9
258.7,198.5,202.5,53.1,26.1,37.3,13.1,128.9,37.1,49.9,70.8,2,206.6,2.3,233.7,2.3,207.4,11.7,50.5
258.7,198.5,225,123.7,29.7,140.5,19.5,2.7,50.4,38,190.9,1.9,222.7,2.4,234.8,2.4,169.3,2.2,29
258.7,198.5,247.5,139.6,24.2,136.5,30.4,2.2,73,29.6,213.7,1.9,238.1,2,216.6,2.3,71.3,81.3,19.2
258.7,198.5,270,139.9,28.9,2.4,31.7,2.1,187.9,1.7,238.2,1.7,223.9,2.2,159.4,2.5,52.6,118.9,9
258.7,198.5,292.5,139.2,42.9,25.3,68.1,2.3,220.1,6.9,228.9,2.1,199.5,2.4,70.1,89.3,38.3,147.2,8.9
258.7,198.5,315,2.8,46.9,2.5,190.5,2.6,227.7,2.5,225.6,2.1,153.5,2.4,53.8,118,37.8,153.1,15
258.7,198.5,337.5,5.8,67.8,2.5,217.1,1.8,230.5,2.4,215.6,2.2,64.1,80.6,48.2,138.8,33.6,138.8,23.6
258.7,228.5,0,2,186.1,2.5,235,2.9,209.8,25.6,170.1,17.6,40.9,154.7,36.3,169.5,37.4,21.1,35.2
258.7,228.5,22.5,2.4,214.7,3.2,236.2,2,183.1,16.9,54.6,118.2,29.8,180.3,40.2,153.2,46.2,18.3,53.4
258.7,228.5,45,1.9,223.3,2.3,232.8,2.2,144,15.2,43.7,164.6,30.6,173.8,43.8,20.6,48.9,5.8,200.6
258.7,228.5,67.5,70.3,225.7,2.1,188.1,2.3,54.4,89.6,32.9,199.5,32.1,152.8,51.6,29.1,73.6,8.5,211.5
258.7,228.5,90,1.9,203.6,2.4,158.6,15.3,40,150.3,23.2,186.1,32.3,22.5,65.2,1.7,189.6,2.2,243.1
258.7,228.5,112.5,2.3,203,9.5,54.5,93.7,27.7,173.6,22.9,140,39.6,10.8,78.6,3.6,203.1,3.2,240.2
258.7,228.5,135,1.7,164.3,7.2,35.2,161.3,21.5,167.4,28.6,21.4,48.1,3.7,198.8,2.3,226.8,2,232.9
258.7,228.5,157.5,3.1,61.8,94.3,23.5,190.7,25,130.6,33.9,24.5,63.4,3.6,213.6,3.6,218.9,3.2,211.3
258.7,228.5,180,9.2,47.8,154.6,23.9,194.4,31.4,23.8,41.6,2,161.1,2.1,209.6,2,199.6,5.3,148.2
258.7,228.5,202.5,73.2,24.9,87.1,14.3,153,36.5,49.2,74.2,1.7,203.7,2.2,211.7,2,186.5,10.6,47.1
258.7,228.5,225,153.5,27.6,177.7,19.5,25.1,55.8,40.5,171.8,1.8,202,2.1,212.1,2.2,153.4,13.9,29
258.7,228.5,247.5,183.1,23.9,157.5,27.7,3.2,75.1,29.2,215.6,1.8,235.9,2.2,213.7,2.1,69.2,100.9,19.2
258.7,228.5,270,177.5,28.8,9.7,33.6,2.1,188.6,1.8,236.6,1.7,221.9,2.3,144.3,16.8,45.8,158.4,7.5
258.7,228.5,292.5,162.2,41.5,26.6,69.7,2,217.2,7.4,226.9,1.8,179.4,3.7,62.4,109.1,41.2,193.3,9.2
258.7,228.5,315,24,47.6,2.7,191.2,2.4,223.8,2.4,224.6,1.9,144.1,14,50.1,151,32.8,191.9,14
258.7,228.5,337.5,16.4,70.2,2.6,214,2.1,230.2,2,207.5,1.9,56.4,100.6,43.7,180.3,32.1,161.4,23.3
